metric,value
policy,hybrid
observation_seconds,285.13579201698303
tasks_total,36
tasks_completed,36
tasks_failed_or_incomplete,0
throughput_tasks_per_second,0.12625563330841255
makespan_seconds,226.0
deadline_misses,0
deadline_miss_rate,0.0
load_utilization_cv,0.5973795851609015
jain_fairness_completed_tasks,0.9230769230769231
cpu_efficiency,0.8319941635434175
scheduler_overhead_percent,0.0
