metric,value
policy,hybrid
observation_seconds,387.8739950656891
tasks_total,36
tasks_completed,36
tasks_failed_or_incomplete,0
throughput_tasks_per_second,0.09281364684916078
makespan_seconds,339.0
deadline_misses,0
deadline_miss_rate,0.0
load_utilization_cv,0.6223688145638742
jain_fairness_completed_tasks,0.9
cpu_efficiency,0.8796981611595571
scheduler_overhead_percent,0.0
