metric,value
policy,random
observation_seconds,297.8581192493439
tasks_total,36
tasks_completed,36
tasks_failed_or_incomplete,0
throughput_tasks_per_second,0.12086291315719876
makespan_seconds,254.0
deadline_misses,0
deadline_miss_rate,0.0
load_utilization_cv,0.4315643359942723
jain_fairness_completed_tasks,0.6390532544378699
cpu_efficiency,0.779974606357415
scheduler_overhead_percent,0.0
