policy,throughput_tasks_per_second,response_mean_seconds,response_p95_seconds,makespan_seconds,deadline_miss_rate,load_utilization_cv,jain_fairness,scheduler_p95_ms
baseline,0.11922843860118429,134.91666666666666,186.25,255.0,0.0,0.4768153267270826,0.84375,
random,0.11372378086790734,145.25,216.25,262.0,0.0,0.45029216296645874,0.6101694915254238,
lpt,0.11322865467119526,150.25,213.75,264.0,0.0,0.32017719057409866,0.6101694915254238,
sjf,0.10319069647233786,128.80555555555554,220.5,294.0,0.0,0.6083335153097197,0.8571428571428571,
hybrid,0.12067106212479969,142.66666666666666,214.5,235.0,0.0,0.5583723512359561,0.8709677419354839,
round_robin,0.10193001075469853,127.94444444444444,217.5,285.0,0.0,0.591151466020779,0.8503937007874016,
weighted_least_loaded,0.11134236161841586,126.97222222222223,221.0,276.0,0.0,0.5193496167042719,0.8571428571428571,
