policy,throughput_tasks_per_second,response_mean_seconds,response_p95_seconds,makespan_seconds,deadline_miss_rate,load_utilization_cv,jain_fairness,scheduler_p95_ms
baseline,0.0943346762646938,137.61111111111111,200.25,350.0,0.0,0.679258764835752,0.8307692307692308,
random,0.12086291315719876,144.86111111111111,197.75,254.0,0.0,0.4315643359942723,0.6390532544378699,
lpt,0.11503640496545899,152.11111111111111,210.0,258.0,0.0,0.318400165350314,0.6428571428571429,
sjf,0.11770705749990293,115.55555555555556,215.25,265.0,0.0,0.46750844629504257,0.8372093023255814,
hybrid,0.12625563330841255,135.22222222222223,195.75,226.0,0.0,0.6973795851609015,0.9230769230769231,
round_robin,0.12109110954838827,121.05555555555556,190.25,252.0,0.0,0.561269630922067,0.8780487804878049,
weighted_least_loaded,0.11320941058299822,119.33333333333333,210.0,270.0,0.0,0.6224034806613431,0.7605633802816901,
