policy,throughput_tasks_per_second,response_mean_seconds,response_p95_seconds,makespan_seconds,deadline_miss_rate,load_utilization_cv,jain_fairness,scheduler_p95_ms
baseline,0.1172924106264591,124.16666666666667,187.5,252.0,0.0,0.36750630672699286,0.7248322147651006,
random,0.11124773191157311,156.94444444444446,220.0,269.0,0.0,0.3503657414389888,0.627906976744186,
lpt,0.09502852117278592,144.77777777777777,190.25,324.0,0.0,0.4513451857697726,0.6878980891719745,
sjf,0.10875342852972203,119.16666666666667,214.0,272.0,0.0,0.45316251200842006,0.8181818181818182,
hybrid,0.10813602939127847,140.38888888888889,217.75,268.0,0.0,0.3580429607878972,0.9230769230769231,
round_robin,0.1158936999947176,117.66666666666667,197.5,266.0,0.0,0.44931885155556195,0.8120300751879699,
weighted_least_loaded,0.10889844946558962,117.55555555555556,206.5,274.0,0.0,0.7114045397455048,0.7605633802816901,
