metric,value
policy,weighted_least_loaded
observation_seconds,330.58321928977966
tasks_total,36
tasks_completed,36
tasks_failed_or_incomplete,0
throughput_tasks_per_second,0.10889844946558962
makespan_seconds,274.0
deadline_misses,0
deadline_miss_rate,0.0
load_utilization_cv,0.7114045397455048
jain_fairness_completed_tasks,0.7605633802816901
cpu_efficiency,0.8962852947479931
scheduler_overhead_percent,0.0
