metric,value
policy,random
observation_seconds,323.6021029949188
tasks_total,36
tasks_completed,36
tasks_failed_or_incomplete,0
throughput_tasks_per_second,0.11124773191157311
makespan_seconds,269.0
deadline_misses,0
deadline_miss_rate,0.0
load_utilization_cv,0.3503657414389888
jain_fairness_completed_tasks,0.627906976744186
cpu_efficiency,0.8167299849061496
scheduler_overhead_percent,0.0
