metric,value
policy,baseline
observation_seconds,297.8636701107025
tasks_total,36
tasks_completed,36
tasks_failed_or_incomplete,0
throughput_tasks_per_second,0.12086066080707467
makespan_seconds,243.0
deadline_misses,0
deadline_miss_rate,0.0
load_utilization_cv,0.32930079055697026
jain_fairness_completed_tasks,0.8059701492537313
cpu_efficiency,0.8392535827384876
scheduler_overhead_percent,0.0
