metric,value
policy,round_robin
observation_seconds,372.5387980937958
tasks_total,36
tasks_completed,36
tasks_failed_or_incomplete,0
throughput_tasks_per_second,0.09663423027132899
makespan_seconds,320.0
deadline_misses,0
deadline_miss_rate,0.0
load_utilization_cv,0.3442725546941633
jain_fairness_completed_tasks,0.9310344827586207
cpu_efficiency,0.8089679508626201
scheduler_overhead_percent,0.0
